time,ref_q1,ref_q2,ref_q3,ref_q4,ref_q5,ref_q6,q1,q2,q3,q4,q5,q6,vel_q1,vel_q2,vel_q3,vel_q4,vel_q5,vel_q6,tau1,tau2,tau3,tau4,tau5,tau6,acc_q1,acc_q2,acc_q3,acc_q4,acc_q5,acc_q6
16.488000,0.820643,-0.054686,-0.175327,1.644692,0.205161,-0.249461,0.776271,-0.057558,-0.178024,1.633980,0.217612,-0.284991,-0.923028,0.227548,-0.852972,-0.724033,-0.086382,0.523995,8.915817,0.562102,0.289431,1.645920,-0.143542,0.355916,-5.003342,1.909761,1.503960,-3.215472,-1.095891,4.118460
16.492000,0.817059,-0.053810,-0.178680,1.641892,0.204265,-0.247342,0.772530,-0.056629,-0.181421,1.631051,0.217256,-0.282860,-0.942607,0.235167,-0.847181,-0.737218,-0.090592,0.537936,8.952362,0.547214,0.289059,1.666120,-0.148908,0.354824,-4.831962,1.903202,1.411663,-3.355593,-1.097875,3.270511
16.496000,0.813412,-0.052917,-0.182024,1.639042,0.203353,-0.245192,0.768712,-0.055669,-0.184796,1.628068,0.216883,-0.280680,-0.961496,0.242744,-0.841753,-0.750960,-0.094807,0.548949,8.990778,0.529810,0.288055,1.687859,-0.154259,0.353991,-4.658735,1.889957,1.321830,-3.493175,-1.098852,2.581810
16.500000,0.809702,-0.052006,-0.185357,1.636144,0.202425,-0.243010,0.764821,-0.054679,-0.188151,1.625029,0.216493,-0.278462,-0.979693,0.250250,-0.836673,-0.765235,-0.099023,0.557637,9.030564,0.509966,0.286563,1.711475,-0.159597,0.353429,-4.485500,1.869725,1.236307,-3.623508,-1.098931,2.043681
16.504000,0.805929,-0.051078,-0.188680,1.633196,0.201482,-0.240797,0.760858,-0.053660,-0.191485,1.621931,0.216087,-0.276213,-0.997201,0.257658,-0.831921,-0.780004,-0.103237,0.564556,9.071228,0.487781,0.284710,1.737261,-0.164920,0.353133,-4.313930,1.842358,1.156582,-3.742183,-1.098223,1.641217
16.508000,0.802094,-0.050132,-0.191991,1.630200,0.200523,-0.238553,0.756827,-0.052611,-0.194802,1.618774,0.215663,-0.273941,-1.014031,0.264939,-0.827471,-0.795210,-0.107445,0.570192,9.112296,0.463378,0.282603,1.765458,-0.170229,0.353089,-4.145541,1.807864,1.083803,-3.845252,-1.096836,1.356111
16.512000,0.798197,-0.049168,-0.195292,1.627155,0.199549,-0.236279,0.752730,-0.051533,-0.198101,1.615554,0.215223,-0.271648,-1.030199,0.272065,-0.823293,-0.810781,-0.111647,0.574957,9.153313,0.436902,0.280335,1.796246,-0.175523,0.353274,-3.981680,1.766400,1.018801,-3.929338,-1.094873,1.168832
16.516000,0.794238,-0.048187,-0.198582,1.624063,0.198559,-0.233975,0.748570,-0.050427,-0.201384,1.612271,0.214766,-0.269337,-1.045726,0.279007,-0.819353,-0.826634,-0.115840,0.579187,9.193846,0.408519,0.277979,1.829743,-0.180803,0.353661,-3.823524,1.718263,0.962105,-3.991729,-1.092434,1.060209
16.520000,0.790217,-0.047189,-0.201861,1.620922,0.197554,-0.231640,0.744350,-0.049294,-0.204652,1.608925,0.214292,-0.267011,-1.060637,0.285742,-0.815620,-0.842678,-0.120023,0.583146,9.233489,0.378414,0.275595,1.866000,-0.186067,0.354222,-3.672074,1.663881,0.913973,-4.030430,-1.089610,1.012501
16.524000,0.786136,-0.046174,-0.205128,1.617733,0.196534,-0.229276,0.740071,-0.048135,-0.207906,1.605514,0.213802,-0.264669,-1.074961,0.292245,-0.812057,-0.858814,-0.124195,0.587034,9.271864,0.346789,0.273227,1.905001,-0.191315,0.354930,-3.528153,1.603796,0.874408,-4.044189,-1.086486,1.010050
16.528000,0.781993,-0.045141,-0.208383,1.614497,0.195498,-0.226883,0.735737,-0.046951,-0.211146,1.602038,0.213294,-0.262311,-1.088730,0.298495,-0.808632,-0.874941,-0.128353,0.590994,9.308622,0.313860,0.270905,1.946667,-0.196549,0.355758,-3.392403,1.538648,0.843191,-4.032494,-1.083140,1.039595
16.532000,0.777790,-0.044090,-0.211627,1.611213,0.194448,-0.224461,0.731349,-0.045742,-0.214372,1.598498,0.212771,-0.259936,-1.101978,0.304473,-0.805312,-0.890958,-0.132499,0.595125,9.343444,0.279856,0.268648,1.990856,-0.201766,0.356682,-3.265284,1.469157,0.819909,-3.995551,-1.079639,1.090340
16.536000,0.773527,-0.043023,-0.214858,1.607883,0.193382,-0.222010,0.726909,-0.044509,-0.217585,1.594895,0.212230,-0.257545,-1.114739,0.310165,-0.802066,-0.906767,-0.136632,0.599489,9.376043,0.245015,0.266466,2.037369,-0.206967,0.357681,-3.147081,1.396103,0.803980,-3.934235,-1.076045,1.153834
16.540000,0.769204,-0.041938,-0.218078,1.604505,0.192301,-0.219530,0.722419,-0.043255,-0.220785,1.591229,0.211674,-0.255136,-1.127050,0.315557,-0.798868,-0.922272,-0.140750,0.604119,9.406162,0.209581,0.264360,2.085956,-0.212152,0.358735,-3.037906,1.320303,0.794685,-3.850036,-1.072406,1.223746
16.544000,0.764822,-0.040836,-0.221285,1.601082,0.191205,-0.217023,0.717881,-0.041980,-0.223973,1.587502,0.211100,-0.252707,-1.138947,0.320641,-0.795692,-0.937388,-0.144855,0.609029,9.433574,0.173802,0.262326,2.136324,-0.217321,0.359828,-2.937714,1.242598,0.791201,-3.744980,-1.068765,1.295564
16.548000,0.760380,-0.039717,-0.224479,1.597611,0.190095,-0.214487,0.713296,-0.040685,-0.227147,1.583716,0.210511,-0.250258,-1.150465,0.325412,-0.792518,-0.952037,-0.148947,0.614219,9.458081,0.137928,0.260353,2.188142,-0.222472,0.360944,-2.846308,1.163828,0.792631,-3.621546,-1.065151,1.366267
16.552000,0.755880,-0.038581,-0.227661,1.594095,0.188970,-0.211925,0.708666,-0.039373,-0.230310,1.579872,0.209905,-0.247788,-1.161638,0.329866,-0.789329,-0.966153,-0.153024,0.619680,9.479513,0.102205,0.258431,2.241052,-0.227607,0.362070,-2.763364,1.084815,0.798032,-3.482577,-1.061588,1.434008
16.556000,0.751321,-0.037428,-0.230829,1.590534,0.187830,-0.209335,0.703992,-0.038043,-0.233459,1.575973,0.209282,-0.245295,-1.172500,0.334006,-0.786110,-0.979682,-0.157089,0.625397,9.497724,0.066876,0.256548,2.294677,-0.232723,0.363195,-2.688442,1.006352,0.806450,-3.331187,-1.058087,1.497809
16.560000,0.746704,-0.036258,-0.233985,1.586927,0.186676,-0.206718,0.699276,-0.036697,-0.236595,1.572022,0.208644,-0.242779,-1.183081,0.337836,-0.782852,-0.992582,-0.161140,0.631355,9.512594,0.032178,0.254692,2.348632,-0.237821,0.364307,-2.621010,0.929181,0.816943,-3.170664,-1.054652,1.557300
16.564000,0.742029,-0.035071,-0.237127,1.583274,0.185507,-0.204075,0.694518,-0.035337,-0.239718,1.568021,0.207989,-0.240238,-1.193410,0.341361,-0.779550,-1.004825,-0.165179,0.637536,9.524024,-0.001662,0.252853,2.402526,-0.242901,0.365395,-2.560464,0.853987,0.828611,-3.004379,-1.051279,1.612490
16.568000,0.737297,-0.033867,-0.240256,1.579577,0.184324,-0.201406,0.689719,-0.033963,-0.242828,1.563973,0.207318,-0.237672,-1.203512,0.344592,-0.776199,-1.016397,-0.169205,0.643925,9.531933,-0.034425,0.251025,2.455980,-0.247961,0.366451,-2.506151,0.781387,0.840614,-2.835693,-1.047957,1.663596
16.572000,0.732507,-0.032646,-0.243371,1.575836,0.183127,-0.198711,0.684880,-0.032577,-0.245924,1.559880,0.206632,-0.235080,-1.213410,0.347541,-0.772802,-1.027297,-0.173219,0.650505,9.536257,-0.065906,0.249208,2.508626,-0.253002,0.367464,-2.457390,0.711922,0.852199,-2.667877,-1.044668,1.710903
16.576000,0.727661,-0.031409,-0.246472,1.572050,0.181915,-0.195991,0.680002,-0.031180,-0.249007,1.555745,0.205929,-0.232461,-1.223126,0.350221,-0.769362,-1.037534,-0.177220,0.657262,9.536947,-0.095914,0.247404,2.560121,-0.258023,0.368427,-2.413496,0.646053,0.862713,-2.504033,-1.041389,1.754670
16.580000,0.722759,-0.030154,-0.249559,1.568220,0.180690,-0.193245,0.675085,-0.029773,-0.252076,1.551570,0.205210,-0.229815,-1.232677,0.352647,-0.765883,-1.047134,-0.181209,0.664184,9.533967,-0.124269,0.245621,2.610146,-0.263023,0.369330,-2.373798,0.584158,0.871616,-2.347024,-1.038093,1.795068
16.584000,0.717801,-0.028883,-0.252632,1.564346,0.179450,-0.190475,0.670131,-0.028357,-0.255131,1.547359,0.204475,-0.227141,-1.242078,0.354836,-0.762374,-1.056129,-0.185185,0.671256,9.527291,-0.150809,0.243873,2.658418,-0.268003,0.370166,-2.337657,0.526537,0.878492,-2.199419,-1.034750,1.832150
16.588000,0.712787,-0.027596,-0.255691,1.560429,0.178197,-0.187681,0.665140,-0.026933,-0.258171,1.543113,0.203724,-0.224438,-1.251341,0.356806,-0.758844,-1.064562,-0.189149,0.678467,9.516900,-0.175386,0.242179,2.704693,-0.272960,0.370926,-2.304488,0.473406,0.883052,-2.063444,-1.031329,1.865842
16.592000,0.707718,-0.026292,-0.258735,1.556469,0.176930,-0.184862,0.660111,-0.025501,-0.261198,1.538835,0.202958,-0.221706,-1.260479,0.358577,-0.755312,-1.072485,-0.193450,0.685798,9.502784,-0.197867,0.240564,2.748764,-0.277896,0.371605,-2.273644,0.426392,0.874067,-1.940683,-1.394082,1.893346
16.596000,0.702594,-0.024971,-0.261765,1.552466,0.175649,-0.182020,0.655047,-0.024063,-0.264211,1.534526,0.202154,-0.218944,-1.269496,0.360198,-0.752037,-1.079950,-0.206555,0.693188,9.484935,-0.218181,0.239375,2.790462,-0.281738,0.372202,-2.244360,0.392753,0.788961,-1.831110,-4.330200,1.903790
16.600000,0.697416,-0.023634,-0.264779,1.548421,0.174354,-0.179155,0.649947,-0.022618,-0.267211,1.530189,0.201280,-0.216153,-1.278403,0.361668,-0.748931,-1.087021,-0.226147,0.700660,9.463354,-0.236248,0.238797,2.829664,-0.283829,0.372713,-2.217990,0.353713,0.764241,-1.738950,-5.406899,1.928180
16.604000,0.692184,-0.022280,-0.267779,1.544333,0.173046,-0.176266,0.644811,-0.021168,-0.270199,1.525824,0.200323,-0.213331,-1.287211,0.362979,-0.745837,-1.093766,-0.247245,0.708235,9.438052,-0.251936,0.238610,2.866301,-0.284863,0.373123,-2.193631,0.314126,0.771181,-1.664091,-5.470707,1.954214
16.608000,0.686899,-0.020910,-0.270763,1.540204,0.171725,-0.173355,0.639640,-0.019713,-0.273175,1.521432,0.199283,-0.210479,-1.295924,0.364137,-0.742677,-1.100256,-0.267275,0.715901,9.409046,-0.265134,0.238680,2.900345,-0.285282,0.373428,-2.170680,0.276979,0.792158,-1.606302,-5.035284,1.975347
16.612000,0.681560,-0.019524,-0.273732,1.536033,0.170390,-0.170422,0.634435,-0.018254,-0.276137,1.517016,0.198169,-0.207597,-1.304549,0.365157,-0.739425,-1.106556,-0.285091,0.723631,9.376351,-0.275755,0.238938,2.931808,-0.285364,0.373622,-2.148768,0.244015,0.816822,-1.565137,-4.400545,1.988527
16.616000,0.676168,-0.018121,-0.276685,1.531821,0.169042,-0.167467,0.629195,-0.016791,-0.279086,1.512574,0.196990,-0.204683,-1.313087,0.366059,-0.736081,-1.112731,-0.300356,0.731389,9.339987,-0.283733,0.239356,2.960738,-0.285277,0.373707,-2.127710,0.216157,0.839513,-1.539898,-3.732202,1.992722
16.620000,0.670725,-0.016702,-0.279623,1.527568,0.167681,-0.164491,0.623922,-0.015325,-0.282022,1.508108,0.195756,-0.201738,-1.321544,0.366863,-0.732661,-1.118843,-0.313162,0.739142,9.299978,-0.289021,0.239934,2.987218,-0.285121,0.373681,-2.107468,0.193805,0.857523,-1.529620,-3.114000,1.987994
16.624000,0.665229,-0.015267,-0.282545,1.523274,0.166307,-0.161494,0.618615,-0.013856,-0.284944,1.503617,0.194476,-0.198762,-1.329922,0.367592,-0.729185,-1.124949,-0.323795,0.746855,9.256347,-0.291594,0.240692,3.011361,-0.284950,0.373547,-2.088120,0.177018,0.869960,-1.533082,-2.581407,1.974929
16.628000,0.659682,-0.013816,-0.285450,1.518941,0.164920,-0.158476,0.613274,-0.012384,-0.287852,1.499102,0.193158,-0.195756,-1.338225,0.368268,-0.725676,-1.131100,-0.332611,0.754498,9.209127,-0.291442,0.241660,3.033304,-0.284793,0.373309,-2.069834,0.165651,0.877005,-1.548839,-2.142872,1.954314
16.632000,0.654084,-0.012349,-0.288340,1.514567,0.163521,-0.155438,0.607901,-0.010909,-0.290746,1.494562,0.191809,-0.192719,-1.346458,0.368912,-0.722152,-1.137340,-0.339960,0.762042,9.158352,-0.288574,0.242874,3.053207,-0.284664,0.372969,-2.052847,0.159437,0.879438,-1.575254,-1.792894,1.926962
16.636000,0.648435,-0.010865,-0.291213,1.510154,0.162109,-0.152380,0.602495,-0.009432,-0.293626,1.489997,0.190433,-0.189652,-1.354627,0.369544,-0.718630,-1.143709,-0.346154,0.769464,9.104064,-0.283010,0.244371,3.071244,-0.284565,0.372532,-2.037447,0.158038,0.878337,-1.610551,-1.519784,1.893636
16.640000,0.642736,-0.009366,-0.294069,1.505702,0.160684,-0.149302,0.597056,-0.007952,-0.296492,1.485406,0.189035,-0.186556,-1.362740,0.370181,-0.715119,-1.150237,-0.351457,0.776742,9.046314,-0.274787,0.246188,3.087600,-0.284498,0.372002,-2.023948,0.161088,0.874892,-1.652861,-1.310067,1.855021
16.644000,0.636987,-0.007851,-0.296909,1.501210,0.159247,-0.146205,0.591585,-0.006470,-0.299343,1.480788,0.187618,-0.183431,-1.370803,0.370841,-0.711626,-1.156947,-0.356080,0.783857,8.985160,-0.263953,0.248357,3.102468,-0.284458,0.371384,-2.012678,0.168213,0.870292,-1.700276,-1.150792,1.811736
16.648000,0.631189,-0.006321,-0.299732,1.496681,0.157797,-0.143090,0.586081,-0.004985,-0.302181,1.476143,0.186183,-0.180279,-1.378829,0.371539,-0.708153,-1.163855,-0.360188,0.790791,8.920670,-0.250565,0.250905,3.116040,-0.284445,0.370684,-2.003961,0.179046,0.865656,-1.750898,-1.030608,1.764344
16.652000,0.625342,-0.004774,-0.302538,1.492113,0.156336,-0.139956,0.580546,-0.003497,-0.305005,1.471470,0.184733,-0.177099,-1.386826,0.372289,-0.704697,-1.170970,-0.363909,0.797531,8.852924,-0.234693,0.253853,3.128505,-0.284453,0.369907,-1.998100,0.193237,0.861993,-1.802885,-0.940115,1.713376
16.656000,0.619447,-0.003212,-0.305326,1.487507,0.154862,-0.136805,0.574979,-0.002005,-0.307815,1.466768,0.183269,-0.173892,-1.394808,0.373103,-0.701251,-1.178291,-0.367338,0.804063,8.782013,-0.216413,0.257215,3.140047,-0.284481,0.369059,-1.995366,0.210462,0.860179,-1.854499,-0.871837,1.659348
16.660000,0.613504,-0.001634,-0.308098,1.482864,0.153376,-0.133635,0.569380,-0.000511,-0.310612,1.462036,0.181791,-0.170660,-1.402788,0.373994,-0.697806,-1.185815,-0.370546,0.810376,8.708039,-0.195810,0.260997,3.150836,-0.284527,0.368146,-1.995985,0.230419,0.860943,-1.904141,-0.820008,1.602772
16.664000,0.607513,-0.000040,-0.310851,1.478184,0.151878,-0.130449,0.563748,0.000988,-0.313394,1.457274,0.180301,-0.167403,-1.410778,0.374970,-0.694351,-1.193528,-0.373586,0.816463,8.631119,-0.172977,0.265194,3.161032,-0.284589,0.367175,-2.000125,0.252837,0.864867,-1.950384,-0.780289,1.544160
16.668000,0.601475,0.001569,-0.313588,1.473467,0.150369,-0.127246,0.558085,0.002490,-0.316163,1.452480,0.178800,-0.164123,-1.418795,0.376042,-0.690872,-1.201416,-0.376495,0.822316,8.551380,-0.148013,0.269797,3.170777,-0.284666,0.366151,-2.007894,0.277471,0.872378,-1.991999,-0.749485,1.484027
16.672000,0.595391,0.003193,-0.316306,1.468714,0.148848,-0.124027,0.552390,0.003997,-0.318918,1.447654,0.177287,-0.160820,-1.426852,0.377217,-0.687353,-1.209455,-0.379302,0.827931,8.468966,-0.121021,0.274787,3.180197,-0.284756,0.365081,-2.019325,0.304100,0.883760,-2.027975,-0.725281,1.422885
16.676000,0.589261,0.004833,-0.319006,1.463924,0.147315,-0.120792,0.546662,0.005509,-0.321658,1.442796,0.175763,-0.157494,-1.434963,0.378504,-0.683778,-1.217623,-0.382029,0.833304,8.384029,-0.092113,0.280136,3.189398,-0.284860,0.363970,-2.034381,0.332530,0.899152,-2.057530,-0.706029,1.361236
16.680000,0.583085,0.006488,-0.321688,1.459099,0.145771,-0.117542,0.540902,0.007027,-0.324384,1.437905,0.174228,-0.154148,-1.443144,0.379908,-0.680132,-1.225892,-0.384692,0.838436,8.296735,-0.061401,0.285810,3.198467,-0.284975,0.362823,-2.052947,0.362584,0.918564,-2.080117,-0.690562,1.299561
16.684000,0.576864,0.008158,-0.324352,1.454239,0.144216,-0.114276,0.535109,0.008550,-0.327095,1.432980,0.172683,-0.150782,-1.451408,0.381436,-0.676398,-1.234233,-0.387302,0.843327,8.207261,-0.029006,0.291771,3.207474,-0.285101,0.361648,-2.074834,0.394101,0.941879,-2.095419,-0.678059,1.238314
16.688000,0.570598,0.009844,-0.326998,1.449344,0.142650,-0.110996,0.529282,0.010080,-0.329791,1.428023,0.171127,-0.147398,-1.459767,0.383094,-0.672562,-1.242616,-0.389870,0.847981,8.115794,0.004952,0.297971,3.216468,-0.285238,0.360447,-2.099779,0.426936,0.968872,-2.103346,-0.667937,1.177906
16.692000,0.564289,0.011544,-0.329624,1.444415,0.141072,-0.107702,0.523422,0.011617,-0.332472,1.423031,0.169561,-0.143995,-1.468233,0.384886,-0.668610,-1.251014,-0.392405,0.852400,8.022529,0.040344,0.304362,3.225481,-0.285384,0.359226,-2.127454,0.460948,0.999224,-2.104018,-0.659773,1.118699
16.696000,0.557935,0.013260,-0.332232,1.439451,0.139484,-0.104394,0.517528,0.013161,-0.335136,1.418006,0.167986,-0.140574,-1.476815,0.386817,-0.664528,-1.259396,-0.394912,0.856591,7.927669,0.077042,0.310890,3.234532,-0.285538,0.357990,-2.157466,0.496003,1.032533,-2.097747,-0.653250,1.060999
16.700000,0.551539,0.014991,-0.334822,1.434454,0.137885,-0.101072,0.511599,0.014714,-0.337784,1.412948,0.166400,-0.137138,-1.485522,0.388890,-0.660307,-1.267738,-0.397397,0.860561,7.831423,0.114915,0.317500,3.243624,-0.285699,0.356741,-2.189372,0.531965,1.068332,-2.085015,-0.648110,1.005046
16.704000,0.545099,0.016736,-0.337392,1.429423,0.136275,-0.097738,0.505635,0.016275,-0.340414,1.407856,0.164804,-0.133687,-1.494361,0.391109,-0.655938,-1.276014,-0.399866,0.864316,7.734002,0.153828,0.324134,3.252746,-0.285866,0.355484,-2.222682,0.568698,1.106109,-2.066447,-0.644134,0.951015
16.708000,0.538618,0.018496,-0.339943,1.424360,0.134654,-0.094391,0.499635,0.017845,-0.343027,1.402731,0.163199,-0.130220,-1.503335,0.393477,-0.651413,-1.284203,-0.402322,0.867865,7.635622,0.193646,0.330737,3.261882,-0.286038,0.354220,-2.256873,0.606055,1.145318,-2.042783,-0.641125,0.899011
16.712000,0.532095,0.020272,-0.342475,1.419263,0.133024,-0.091032,0.493599,0.019425,-0.345621,1.397574,0.161583,-0.126741,-1.512447,0.395995,-0.646730,-1.292287,-0.404769,0.871216,7.536496,0.234231,0.337252,3.271005,-0.286213,0.352954,-2.291400,0.643884,1.185400,-2.014846,-0.638891,0.849074
16.716000,0.525530,0.022062,-0.344987,1.414135,0.131383,-0.087661,0.487526,0.021016,-0.348195,1.392385,0.159958,-0.123248,-1.521696,0.398665,-0.641885,-1.300250,-0.407208,0.874376,7.436838,0.275446,0.343625,3.280086,-0.286390,0.351687,-2.325703,0.682019,1.225799,-1.983514,-0.637248,0.801179
16.720000,0.518925,0.023866,-0.347479,1.408975,0.129731,-0.084280,0.481416,0.022617,-0.350750,1.387165,0.158323,-0.119743,-1.531081,0.401488,-0.636879,-1.308082,-0.409642,0.877354,7.336857,0.317153,0.349805,3.289091,-0.286567,0.350420,-2.359223,0.720282,1.265972,-1.949688,-0.636014,0.755240
16.724000,0.512280,0.025685,-0.349952,1.403783,0.128070,-0.080887,0.475268,0.024231,-0.353285,1.381913,0.156679,-0.116227,-1.540597,0.404464,-0.631714,-1.315775,-0.412073,0.880156,7.236759,0.359215,0.355744,3.297987,-0.286744,0.349157,-2.391411,0.758485,1.305407,-1.914261,-0.635009,0.711122
16.728000,0.505596,0.027519,-0.352405,1.398561,0.126399,-0.077484,0.469081,0.025856,-0.355799,1.376631,0.155024,-0.112699,-1.550237,0.407593,-0.626395,-1.323325,-0.414499,0.882790,7.136739,0.401496,0.361398,3.306744,-0.286919,0.347898,-2.421739,0.796426,1.343635,-1.878092,-0.634060,0.668645
16.732000,0.498872,0.029367,-0.354838,1.393308,0.124718,-0.074071,0.462856,0.027495,-0.358291,1.371319,0.153360,-0.109162,-1.559993,0.410872,-0.620926,-1.330730,-0.416922,0.885262,7.036988,0.443862,0.366728,3.315333,-0.287090,0.346644,-2.449707,0.833892,1.380234,-1.841983,-0.633001,0.627594
16.736000,0.492109,0.031229,-0.357251,1.388025,0.123027,-0.070649,0.456591,0.029147,-0.360760,1.365978,0.151687,-0.105615,-1.569854,0.414299,-0.615316,-1.337993,-0.419341,0.887576,6.937685,0.486182,0.371699,3.323733,-0.287257,0.345397,-2.474853,0.870659,1.414843,-1.806653,-0.631679,0.587731
16.740000,0.485309,0.033106,-0.359643,1.382712,0.121327,-0.067217,0.450287,0.030813,-0.363207,1.360608,0.150003,-0.102060,-1.579807,0.417871,-0.609573,-1.345118,-0.421754,0.889737,6.838997,0.528328,0.376283,3.331926,-0.287419,0.344158,-2.496764,0.906500,1.447162,-1.772722,-0.629953,0.548804
16.744000,0.478471,0.034996,-0.362015,1.377369,0.119618,-0.063777,0.443943,0.032494,-0.365631,1.355210,0.148310,-0.098496,-1.589838,0.421583,-0.603706,-1.352112,-0.424159,0.891747,6.741081,0.570177,0.380453,3.339904,-0.287575,0.342928,-2.515075,0.941181,1.476961,-1.740698,-0.627701,0.510557
16.748000,0.471595,0.036901,-0.364367,1.371998,0.117899,-0.060329,0.437558,0.034190,-0.368031,1.349785,0.146608,-0.094924,-1.599934,0.425431,-0.597728,-1.358985,-0.426554,0.893610,6.644079,0.611610,0.384193,3.347666,-0.287724,0.341708,-2.529479,0.974466,1.504075,-1.710962,-0.624818,0.472741
16.752000,0.464684,0.038820,-0.366697,1.366599,0.116171,-0.056874,0.431133,0.035901,-0.370407,1.344332,0.144895,-0.091345,-1.610076,0.429408,-0.591648,-1.365745,-0.428936,0.895324,6.548121,0.652514,0.387487,3.355217,-0.287866,0.340500,-2.539725,1.006126,1.528407,-1.683771,-0.621221,0.435123
16.756000,0.457736,0.040753,-0.369007,1.361171,0.114434,-0.053410,0.424667,0.037629,-0.372758,1.338852,0.143174,-0.087760,-1.620249,0.433507,-0.585477,-1.372403,-0.431303,0.896892,6.453322,0.692783,0.390326,3.362571,-0.288000,0.339304,-2.545625,1.035934,1.549924,-1.659246,-0.616848,0.397493
16.760000,0.450753,0.042700,-0.371296,1.355715,0.112688,-0.049940,0.418161,0.039373,-0.375084,1.333346,0.141443,-0.084169,-1.630434,0.437720,-0.579228,-1.378970,-0.433651,0.898313,6.359782,0.732318,0.392706,3.369750,-0.288126,0.338124,-2.547051,1.063674,1.568651,-1.637383,-0.611659,0.359674
16.764000,0.443735,0.044661,-0.373564,1.350233,0.110934,-0.046464,0.411614,0.041135,-0.377385,1.327814,0.139702,-0.080573,-1.640614,0.442038,-0.572910,-1.385456,-0.435977,0.899584,6.267590,0.771027,0.394626,3.376782,-0.288245,0.336959,-2.543931,1.089146,1.584669,-1.618056,-0.605636,0.321527
16.768000,0.436683,0.046635,-0.375810,1.344723,0.109171,-0.042982,0.405026,0.042914,-0.379661,1.322256,0.137953,-0.076972,-1.650770,0.446452,-0.566535,-1.391871,-0.438279,0.900706,6.176816,0.808828,0.396088,3.383697,-0.288355,0.335811,-2.536252,1.112163,1.598102,-1.601026,-0.598779,0.282953
16.772000,0.429597,0.048623,-0.378035,1.339187,0.107399,-0.039494,0.398398,0.044711,-0.381911,1.316673,0.136194,-0.073366,-1.660884,0.450952,-0.560113,-1.398223,-0.440552,0.901676,6.087518,0.845646,0.397099,3.390535,-0.288457,0.334684,-2.524049,1.132561,1.609113,-1.585954,-0.591109,0.243898
16.776000,0.422478,0.050625,-0.380239,1.333625,0.105619,-0.036001,0.391729,0.046527,-0.384135,1.311064,0.134426,-0.069758,-1.670937,0.455526,-0.553651,-1.404519,-0.442794,0.902492,5.999742,0.881416,0.397666,3.397334,-0.288552,0.333577,-2.507409,1.150195,1.617897,-1.572420,-0.582661,0.204355
16.780000,0.415326,0.052640,-0.382421,1.328038,0.103831,-0.032504,0.385020,0.048360,-0.386334,1.305431,0.132650,-0.066146,-1.680914,0.460164,-0.547160,-1.410763,-0.445002,0.903152,5.913519,0.916082,0.397802,3.404134,-0.288640,0.332494,-2.486456,1.164947,1.624668,-1.559935,-0.573486,0.164361
16.784000,0.408142,0.054668,-0.384581,1.322425,0.102035,-0.029002,0.378272,0.050213,-0.388506,1.299772,0.130864,-0.062532,-1.690796,0.464853,-0.540647,-1.416960,-0.447174,0.903655,5.828867,0.949599,0.397519,3.410978,-0.288720,0.331437,-2.461352,1.176725,1.629652,-1.547961,-0.563646,0.123997
16.788000,0.400926,0.056710,-0.386720,1.316788,0.100232,-0.025497,0.371484,0.052084,-0.390652,1.294089,0.129070,-0.058917,-1.700568,0.469582,-0.534117,-1.423108,-0.449306,0.904000,5.745794,0.981931,0.396831,3.417903,-0.288795,0.330407,-2.432287,1.185461,1.633082,-1.535934,-0.553210,0.083385
16.792000,0.393679,0.058765,-0.388836,1.311126,0.098420,-0.021988,0.364658,0.053974,-0.392773,1.288381,0.127268,-0.055300,-1.710214,0.474339,-0.527577,-1.429207,-0.451397,0.904185,5.664297,1.013051,0.395753,3.424945,-0.288863,0.329406,-2.399471,1.191115,1.635185,-1.523278,-0.542254,0.042681
16.796000,0.386402,0.060834,-0.390931,1.305441,0.096601,-0.018477,0.357793,0.055883,-0.394867,1.282649,0.125457,-0.051683,-1.719721,0.479110,-0.521032,-1.435253,-0.453445,0.904212,5.584361,1.042945,0.394301,3.432135,-0.288926,0.328436,-2.363132,1.193677,1.636179,-1.509424,-0.530855,0.002071
16.800000,0.379095,0.062915,-0.393003,1.299733,0.094774,-0.014963,0.350891,0.057812,-0.396934,1.276893,0.123638,-0.048067,-1.729073,0.483883,-0.514485,-1.441240,-0.455449,0.904081,5.505963,1.071606,0.392490,3.439499,-0.288984,0.327499,-2.323507,1.193158,1.636268,-1.493833,-0.519090,-0.038235
16.804000,0.371759,0.065010,-0.395053,1.294001,0.092940,-0.011448,0.343951,0.059759,-0.398976,1.271113,0.121812,-0.044451,-1.738260,0.488648,-0.507940,-1.447159,-0.457406,0.903793,5.429070,1.099036,0.390337,3.447053,-0.289038,0.326597,-2.280834,1.189597,1.635633,-1.476005,-0.507034,-0.078011
16.808000,0.364394,0.067117,-0.397080,1.288247,0.091098,-0.007931,0.336976,0.061726,-0.400991,1.265310,0.119977,-0.040837,-1.747269,0.493390,-0.501399,-1.453000,-0.459317,0.903352,5.353644,1.125250,0.387859,3.454807,-0.289088,0.325731,-2.235350,1.183054,1.634433,-1.455499,-0.494757,-0.117024
16.812000,0.357000,0.069237,-0.399085,1.282471,0.089250,-0.004412,0.329965,0.063711,-0.402981,1.259484,0.118135,-0.037225,-1.756089,0.498099,-0.494863,-1.458752,-0.461181,0.902761,5.279636,1.150268,0.385070,3.462764,-0.289135,0.324902,-2.187284,1.173612,1.632802,-1.431940,-0.482320,-0.155037
